Drug_ID	Drug	Y
3241975	"O1C(CC(=O)c2c1ccc1oc(c(c21)C)C(=O)NCc1ccoc1)(C)C"	0
648439	"o1c2c(c(NC(=O)C)c1C)cc(OC)cc2"	0
2622866	"S(CC(=O)Nc1c(C(=O)NC2CC2)cccc1)c1n2c(nn1)cccc2"	0
5309108	"O(C(=O)C1CN(CCC1)C1=C(NCCCN2CC(CCC2)C)C(=O)C1=O)CC"	0
653992	"OC(=O)C1(CCC(=O)NC1)CCC(=O)NCc1ccccc1"	0
762507	"O(c1c(NC(=O)NC(=O)N)cccc1)C"	0
664753	"S(=O)(=O)(Nc1nc2c(nc1NCc1occc1)cccc2)c1cc(c(cc1)C)C"	0
877495	"O(Cc1c(oc(c1)C(O)=O)C)c1c2ncccc2ccc1"	0
1575439	"S(CCO)c1nc(SC)nc(c1)C"	0
973685	"Clc1c(Sc2n(c3c(n2)cccc3)CC)ccc(N)c1"	0
646543	"O=C(NCc1ccccc1)C1CCN(CC1)C(=O)NCc1ccccc1"	0
2998983	"Brc1cc(C2CC(=O)NC(SC)=C2C#N)ccc1"	0
236275	"o1c(c2nc3c(nc2c2occc2)cccc3)ccc1"	0
788071	"O1c2c(NCC1)cc1oc(=O)cc(c1c2)C"	0
2208905	"O(c1ccc(cc1)C(OC)=O)c1nc(N(C)C)nc(Nc2ccccc2)n1"	0
263032	"OC(=O)C1C(CC=C(C1)C)C(O)=O"	0
5308927	"o1c(C2n3[nH]c(nc3=NC(=C2C(OC)=O)C)c2ccccc2)ccc1C"	0
2952513	"O=C(NC1CC(NC(C1)(C)C)(C)C)C(Oc1ccc(OC)cc1)C"	0
2360896	"O(c1c(n(nc1C)CCO)C)c1c(O)cccc1"	0
2965302	"s1c2c(CCCC2)c2c1nc([nH]c2=O)n1ncc(c1N)C(OCC)=O"	0
650262	"Clc1c(NC(=O)NC2(CCCCC2)C(=O)N2CCC(CC2)C(OCC)=O)cccc1"	0
5310375	"s1c(C(=O)N2CCN(CC2)C(=O)c2occc2)c(n2c1nc(c2)c1ccc(F)cc1)C"	0
3239924	"S(=O)(=O)(N(CCC)c1ccc(OCC)cc1)c1cc2CCN(c2cc1)C(=O)CCC(O)=O"	0
2231577	"O(c1cc(c(cc1)C)C)CC(=O)Nc1cc(c(O)cc1)C(O)=O"	0
664789	"S=c1n(n2c(n1)cccc2)C(=O)c1occc1"	0
566752	"OC1(C2(CN3CC1CN(C2)CC3)C)CN1CCCCC1"	0
1091589	"O=C(N1CCN(CC1)c1ccc(NC(=O)CC)cc1)c1c(cccc1)C"	0
5310527	"S(c1nn2c(nnc2c2ncccc2)cc1)CC(=O)Nc1noc(c1)C"	0
3237949	"S(=O)(=O)(N1CC(CCC1)C(=O)NCC1OCCC1)CCC"	0
4622527	"Clc1ccc(n2c(=O)[nH]c(N3CCN(CC3)C)cc2=O)cc1"	0
3237068	"O(c1ccc(C(NC(=O)COc2ccccc2)CC(O)=O)cc1)CC"	0
804080	"s1c(c(nc1NC(=O)COC(=O)c1occc1)C)C(OCC)=O"	0
5310658	"S(c1nnc(c2c1cccc2)C)CC"	0
5310031	"S(c1nc(nc2n(c(=O)n(c(=O)c12)C)C)C(C)C)Cc1ncccc1"	0
5422140	"o1c2c(c(O)c(CN3CCCC3)c(c2)C)c(CCC)cc1=O"	0
891754	"O(c1ccc(n2ncc3c(N4CCc5c4cccc5)ncnc23)cc1)C"	0
5310866	"S(=O)(=O)(N(C)C)c1ccc(C(/O)=C2\C(N(CCN3CCCCC3)C(=O)C2=O)c2cccnc2)cc1"	0
2104462	"S(=O)(=O)(Nc1n(nc(c1)C)c1ccccc1)c1ccccc1"	0
251293	"O(CCC(C)C)c1ccc(cc1)C(O)=O"	0
1236748	"S(=O)(=O)(Nc1ccc(OC)cc1)c1cc(c2n(nnn2)CC)ccc1OC"	0
2609971	"S(c1n(CCCC)c(=O)c2c(n1)cccc2)CC(=O)Nc1noc(c1)C"	0
3238151	"o1c(Cn2nc(cc2C)C)ccc1C(=O)NCc1occc1"	0
776692	"s1cc(nc1N)c1[nH]c2c(n1)cccc2"	0
3239442	"O=C(N(Cc1c(c([nH]c1C)C(OCC)=O)C)CCc1ccccc1)CCC(O)=O"	0
666831	"S(CC(=O)Nc1noc(c1)C)c1oc(nn1)c1c(occ1)C"	0
3245278	"Brc1c(NC(=O)c2noc(c2)c2occc2)c(F)cc(F)c1"	0
5389204	"O(c1c(N2C(=O)/C(=C\Nc3ccc(N(CC)CC)cc3)C(=O)NC2=O)cccc1)CC"	0
3235797	"S(=O)(=O)(NC1CCCC1)c1cc2CCN(c2cc1)C(=O)CCC(O)=O"	0
3244096	"s1c(C(=O)C2C(O)(N(C(=O)NC2c2cc(O)ccc2)C)C(F)(F)F)ccc1"	0
548915	"FC(F)(F)C1(ON=C(C2(CCCCC2)CO)C1)O"	0
2939543	"O(CC(O)CN1CCN(CC1)CC(O)COC(C)C)c1c(C(C)(C)C)cc(cc1)C"	0
2997975	"O(C(c1ccccc1)C(=O)c1ccccc1)C(=O)CNC(=O)c1occc1"	0
1124476	"Brc1c(n(nc1C)C(=O)CN1C(=O)c2c(C1=O)cccc2)C"	0
5307414	"S(=O)(=O)(Cc1oc(C(=O)N2CC(CCC2)C(OCC)=O)cc1)c1ccc(cc1)C"	0
721948	"Clc1ccc(NC(=O)Nc2ccc(cc2)C#N)cc1"	0
647192	"S(c1n(nnn1)c1c(cc(cc1)C)C)CC(=O)Nc1sc(c(n1)C)C(OCC)=O"	0
5309778	"O=C1N(C2CCN(CC2)C(OCC)=O)Cc2c1c(ccc2)C(O)=O"	0
2931238	"S(=O)(=O)(Nc1cc2c(nc1)cccc2)c1c(OC)ccc(OC)c1"	0
4187315	"O=C(N1CCN(CC1)c1ncccn1)CS(=O)Cc1nc(oc1C)c1ccc(cc1)C"	0
700979	"n1(nc(c2ccccc2)c(c1)C#N)c1ccccc1"	0
9609942	"OC1(C(C(C(\C(=N/O)C1)C(OCC)=O)c1cc(OC)c(OC)cc1)C(OCC)=O)C"	0
5771408	"Brc1cc(C2N=c3n([nH]nn3)C(C2)c2cc(F)ccc2)ccc1"	0
3239125	"S(c1nc2c(CCC2)c(c1C#N)C)CC(=O)CC(OCC)=O"	0
5771720	"o1c(C2=Nc3c(N\C(C2)=C2\C(=O)C=CC=C2)cccc3)ccc1"	0
649091	"S(c1[nH]c(c2ccc(F)cc2)cn1)CC(=O)NCc1occc1"	0
3245799	"Brc1cc(C(=O)N2CCN=C2SC)ccc1"	0
652360	"S(CCn1c(N2CCCCC2)nc2n(c(=O)n(c(=O)c12)C)C)c1sc(nn1)C"	0
3238733	"Clc1c2sc(N3CCCC3)nc2c(Cl)cc1"	0
2109139	"S\1CCCN(C1=N/c1ccccc1)C(=O)c1occc1"	0
650614	"O=C1NC2C(NC1CC(=O)Nc1cc(ccc1)C)CCCC2"	0
652734	"O=C(N1CCN(C1)C(=O)c1ccc(cc1)C)CN1CCCC1"	0
2371172	"O(CC(=O)N1CCN(CC1)C(=O)c1occc1)c1ncnc2c1cccc2"	0
1485419	"o1c(C(=O)Nc2cc(c3nc4c(nc3)cccc4)ccc2)ccc1"	0
9568651	"s1c2c(CCN(C2)C)c(c1/N=C\c1sccc1)C(=O)N"	0
651077	"O(CCCn1c2c(c(c1C)C#N)cccc2)c1c(OC)cccc1"	0
3241434	"S=c1n(CCCCC(=O)N2CCCC2)c(=O)c2[nH]c3c(c2[nH]1)cc(OC)cc3"	0
844888	"o1c(C(=O)NC(NC(=O)c2occc2)c2ccccc2)ccc1"	0
781698	"o1c(/C=N\c2ccc(N(C)C)cc2)ccc1"	0
3245556	"O=C(N1CCc2c1cccc2)C(n1ccnc1)CC(=O)NCC(CN(CC)CC)C"	0
669852	"S(=O)(=O)(N(C(C)C)Cc1ccccc1)N(C)C"	0
3244280	"Clc1cc(NC(=O)c2ocnc2C)c(cc1)C"	0
888345	"O(CCN1CCCCCC1)c1c(cc(cc1)C)C"	0
657847	"S(c1n(c2c(n(c(=O)[nH]c2=O)C)n1)Cc1ccc(cc1)C)CCC"	0
645785	"O1C23C(C(C1(C=C3)C)C(=O)Nc1ccccc1)C(=O)N(C2C(=O)NC1CCCCC1)c1cccnc1"	0
3245537	"Fc1ccc(NC(=O)c2nnn(c3cc(ccc3)C)c2N)cc1"	0
663659	"o1c2c(C(N(C2=O)c2nccc(c2)C)c2cc(OC)c(OC)c(OC)c2)c(=O)c2c1ccc(c2)C"	0
2334589	"O=C(Nc1n(nc(c1)C)c1nc(cc(n1)C)C)CN1CCc2c(C1)cccc2"	0
2997618	"Brc1c(c2oc(nn2)CN2C(=O)C(NC2=O)Cc2c3c([nH]c2)cccc3)cccc1"	0
2155202	"S1c2c(nc(SCC(=O)Nc3sccn3)n(c2=O)c2ccc(cc2)C)CC1"	0
648723	"OCCN(Cc1c([nH]nc1)c1cc(c(cc1)C)C)CC"	0
831447	"Fc1ccc(CCNC(=O)N2CCOCC2)cc1"	0
2997876	"O=S(c1c(cccc1)C(O)=O)CC"	0
2912979	"Brc1c(C(OC(CN2CCOCC2)C)=O)cccc1"	0
658274	"OC(=O)Cc1c(cc(c(c1)C)CC(O)=O)C"	0
3241050	"Clc1c(Cc2c(n3nc(SCC(=O)N4CCOCC4)nc3nc2C)C)c(F)ccc1"	0
649715	"S(c1n(CC(=O)N2C(CCCC2C)C)c2c(n1)cccc2)CC(=O)NCc1cc2OCOc2cc1"	0
54682383	"Oc1c2c3n(CCc3ccc2)c(=O)c1C(=O)NCCc1ccccc1"	0
5309854	"S(CC(=O)NCC1OCCC1)c1n(c(nn1)Cn1c2c(sc1=O)cccc2)c1ccccc1"	0
3322087	"s1c(C(N2CCCCC2)c2ccc(OC)cc2)c(O)n2nc(nc12)C"	0
655782	"S(CC(=O)Nc1cc(OC)cc(OC)c1)c1n(nnn1)CC"	0
3236189	"o1nc(c2CCCCc12)C(=O)N1CCOCC1"	0
3240069	"O=C1N2C(C(c3c1cc(OC)c(OC)c3)C(=O)Nc1cc3OCCOc3cc1)c1c(CC2)cccc1"	0
1246540	"s1c(NC(=O)c2c(oc(c2)C)C)c(c(c1C)C)C#N"	0
851597	"Brc1ccc(CSc2ncnc3nc[nH]c23)cc1"	0
5308306	"O=C1N(C(\C(C1=O)=C(/O)c1ccccc1)c1ccccc1)CCO"	0
2854762	"s1c(C2CC(=O)NC(SCC(OCC)=O)=C2C#N)ccc1C"	0
645679	"S(Cn1c2c(oc1=O)cccc2)C=1SCCN1"	0
654962	"S(CC(=O)N1CCCC1)c1oc(nn1)c1ccc(cc1)C"	0
3240032	"s1c(c2onc(n2)c2ccc(NC(=O)c3cccnc3)cc2)ccc1"	0
3238815	"O=C1N(C(CC1)C(=O)NCCCN1CC(CCC1)C)Cc1ccc(cc1)C"	0
2200072	"o1c(C(=O)Nc2cc(c3[nH]c4c(n3)ccc(c4)C)ccc2)ccc1"	0
2086004	"S(CC(=O)Nc1c(Cc2ccccc2)cccc1)c1n(nnn1)C"	0
2838453	"O1C(CN(CC1C)CC(O)COc1ccc(C(C)C)cc1)C"	0
5308529	"O1C(CC(=O)NC(CC)C)C(=O)Nc2c1ccc(c2)C"	0
2106152	"O(C(=O)c1c(n(c(c1)C)c1ccccc1)C)Cc1oc(nn1)c1ccccc1"	0
653198	"S(c1n(C2CCCCC2)c(nn1)c1cccnc1)CC(=O)N1CC(CCC1)C"	0
1252743	"Clc1c(n2nc(nc2nc1C)c1ccccc1)C"	0
2391674	"Clc1c(NC(=O)COC(=O)c2ncc(nc2)C)ccc(Cl)c1"	0
54679389	"S(=O)(=O)(N)c1ccc(N2C(C(=C(O)C2=O)C(OCC)=O)c2ccccc2)cc1"	0
1121624	"O=C(N1CCCCC1)NC1c2c(c3c1cccc3)cccc2"	0
2224948	"Clc1c(NC(=O)CSc2n(N)c(nn2)c2oc3c(c2)cccc3OC)cc(cc1)C(F)(F)F"	0
2238286	"S(CC(=O)Nc1cc(ccc1)C(OC)=O)c1[nH]ncn1"	0
3236923	"O=C(NCCCN1C(CCCC1)C)CCNC(=O)c1cc(OC)c(OC)c(OC)c1"	0
5310056	"S(c1n(\c([nH]n1)=C1\c2c(N=C1)cccc2)c1c(OC)ccc(OC)c1)C"	0
5771497	"O(c1cc(C2n3[nH]nnc3=NC(=C2C(=O)c2ccc(cc2)C)C(OC)=O)ccc1O)CC"	0
2999589	"s1c(C(=O)N2C(CCC2)C(=O)N(Cc2oc(cc2)C)C)ccc1"	0
2507780	"S(CC(=O)NC(=O)NCc1ccccc1)c1scnn1"	0
1089006	"S1CC(=Nn2c(nnc12)COc1ccc(OC)cc1)c1ccc(OC)cc1"	0
660291	"Fc1c(N2CCN(CC2)C(=O)CCCCCC)cc2n(CC)cc(c(=O)c2c1)C(O)=O"	0
3244319	"s1c(CNCc2c(n(c(c2C(O)=O)C)Cc2ccccc2)C)ccc1"	0
655616	"S(=O)(=O)(Nc1sc2c(n1)ccc(OCC)c2)c1ccc(NC(=O)C)cc1"	0
1306673	"s1c2c(CCCC2)c2c1nc1sc(CN3CCOCC3)cn1c2=O"	0
645389	"O=c1n(c(=O)n(c2nc(N3CCC(CC3)C)n(c12)Cc1ccccc1)C)C"	0
681893	"s1c(C(=O)Nc2c(cccc2)C(OC)=O)ccc1"	0
1258040	"Brc1cc(S(=O)(=O)N2CCOCC2)c(OC)cc1C"	0
1151563	"S(=O)(=O)(N1CCN(CC1)C(=O)c1sccc1)Cc1ccccc1"	0
666746	"n1(C2CCCC2)c(N)c(c2nc3c(nc12)cccc3)c1n(c2c(n1)cccc2)C"	0
661220	"O=C(NCc1ccccc1)NC(=O)c1ccccc1"	0
652705	"S1(=O)(=O)CC(N2CCCCC2)C(N2CCCCC2)C1"	0
2529898	"s1c2c(CCCC2)c2c1nc(SCC(=O)NCCOC)n(c2=O)CC"	0
653973	"S(c1n(c(nn1)Cn1nnc2c1cccc2)C)CC(=O)N"	0
3507993	"O(CCn1c2c(nc1c1ccc(OC)cc1)cccc2)CC"	0
656163	"s1c(c(c(c1NC(=O)CSc1oc(nn1)c1ccc(F)cc1)C#N)C)C"	0
2998233	"O(C(=O)C1CN(C(=O)C1)Cc1occc1)CC(=O)N1c2c(NC(=O)C1)cccc2"	0
665401	"S(c1n(Cc2occc2)c(nn1)c1ccccc1)CC(=O)Nc1c(OC)cc(OC)cc1"	0
3240456	"S(=O)(=O)(CCC(=O)NCc1ccc(cc1)C)c1c2nsnc2ccc1"	0
2233682	"o1nc(nc1c1ccc(OC(=O)C)cc1)c1cccnc1"	0
870796	"O=C/1CC(CC(=O)C1=C\N1CCN(CC1)C(=O)c1occc1)(C)C"	0
657462	"o1[n+]([O-])c2c(n1)c1c(n(c(c1)c1ccccc1)C)cc2"	0
2548441	"s1cc(nc1C)c1cc2OCOc2cc1"	0
666187	"Clc1ccc(C(=O)CSc2oc(nn2)CCNC(OC(C)(C)C)=O)cc1"	0
5309064	"S(CC(=O)NCC1OCCC1)c1n(c(nn1)Cc1n(ccc1)C)c1ccc(F)cc1"	0
2881154	"OC(c1n(CC)ccn1)c1c(OC)c(OC)ccc1"	0
2960712	"OC(=O)C(c1c2c(n(c1)CCC)cccc2)CC(O)=O"	0
660065	"O1CCN(CC1)c1nc2c(c(n1)N)cccc2"	0
836502	"s1c2c(nc1NC(=O)COC)ccc(c2)C"	0
973291	"O=C1N(C(=O)NC1(C)C)CCOc1c(C(=O)CC)cccc1"	0
891016	"Fc1ccc(OC(=O)CCN2C(=O)c3c(C2=O)cccc3)cc1"	0
2847331	"O(C(=O)CCn1c2c(nc1CC(OCC)=O)cccc2)CC"	0
5307657	"o1c(C(=O)N2CCN(CC2)C(=O)c2occc2)cc2c1c1c(nc2C)cccc1"	0
665282	"O=C(N(C(C)C)Cc1cc2c([nH]c1=O)ccc(OC)c2)Cc1ccc(OC)cc1"	0
667334	"S(=O)(=O)(CC1n2c(SC1)nc(N)cc2=O)c1ccc(cc1)C"	0
870729	"O\N=C\c1n(c2ccccc2)ccc1"	0
648309	"Clc1c(C(=O)N2CCOCC2)c(c(Cl)c(Cl)c1Cl)C(O)=O"	0
666659	"S(CCn1c(N2CC(CCC2)C)nc2n(c(=O)n(c(=O)c12)C)C)c1oc2c(n1)cccc2"	0
2968669	"S(c1nc2n(c3c(c2nn1)cccc3)Cc1ccccc1)C"	0
646861	"Fc1c(N(C(C(=O)NCC2OCCC2)c2ccccc2)C(=O)CNC(=O)c2occc2)cccc1"	0
4100	"S(=O)(=O)(N)c1s\c(n(n1)C)=N/C(=O)C"	0
5308356	"Fc1ccc(C2n3[nH]cnc3=NC(C2)c2ccccc2)cc1"	0
3494878	"s1c(CN2CC34OC(C(C3C2=O)C(OCCC(C)C)=O)C=C4)ccc1"	0
3242885	"S(=O)(=O)(N1CCOCC1)c1ccc(cc1)C(=O)Nc1nc2c(c(c1)C)c(oc1c2cccc1)=O"	0
2998058	"O=C1N(C(=O)NC21CCCCC2)CC(=O)NC(=O)NCCC(C)C"	0
3864482	"S1c2n(CC1)c(=O)c(C(=O)NC1CCN(CC1)C(OCC)=O)cn2"	0
614258	"O(C(=O)C=1C(C(=C(NC1C)C)C(OC)=O)c1ncccc1)C"	0
3245032	"S(c1n(c2ccccc2)ccn1)CC(=O)Nc1c(OC)cc(OC)cc1"	0
2583786	"O=C1N(C(=O)NC21CCCCCCC2)CC(=O)Nc1cc(ccc1)C(=O)C"	0
660885	"Clc1ccc(CC2S\C(N(C2=O)c2ccccc2)=C(/C(=O)NCc2occc2)C#N)cc1"	0
662701	"O(c1c(NC(=O)CCC)cc(c2nn(c(=O)c3c2cccc3)C)cc1)C"	0
5389463	"O=C/1N(CCCC)C(=O)NC(=O)C1=C(\Nc1cc(ccc1)C(O)=O)CC"	0
709854	"Clc1c2CCCNc2c(O)c(Cl)c1"	0
1240525	"O1CCN(CC1)c1nc(Oc2ccccc2)nc(Oc2ccccc2)n1"	0
3236533	"O=c1n(cc(c2c1n(c1c2cccc1)C)C(=O)NCCCN(CCC)CCC)CCOC"	0
2150002	"O(c1cc(CCNC(=O)Cc2[nH]c(=O)[nH]c(=O)c2)ccc1OC)C"	0
12856	"s1c2c(nc1c1ncccc1)cccc2"	0
656152	"N1(CCCC1)c1nc2c(cc1C#N)cc(cc2C)C"	0
3243583	"S(=O)(=O)(NCCc1cc(OC)c(OC)cc1)c1cc2c(N(C(=O)C3CC3)CC2)cc1"	0
5333390	"o1c(c(c(c1N\C=C1\C(=O)C=CC=C1)C#N)C)C"	0
1301247	"O=C(N(C(C)C)Cc1onc(n1)c1ccc(cc1)C)CCN1C(=O)c2c(C1=O)cccc2"	0
1256815	"O=C(N1CCN(CC1)c1ccc(NC(=O)c2occc2)cc1)CC"	0
2999772	"Brc1cc(C(OCC(=O)NCC2OCCC2)=O)cnc1"	0
4100810	"O1CCN(c2c1cccc2)CC(=O)NCc1ccccc1"	0
666918	"Clc1c2NC(=O)C3(NC(C4C3C(=O)N(C4=O)C3CCCC3)CCSC)c2ccc1"	0
977640	"Clc1cc(c(OCC(=O)Nc2nc(cc(OC)n2)C)cc1)C"	0
1304646	"Brc1cc(Cl)c(NC(=O)CSc2nc(N)cc(n2)N)cc1"	0
666216	"O1C(CCC1)Cn1c(=O)c2C(c3cc4OCOc4c(OC)c3)C(=C(Oc2cc1C)N)C#N"	0
666807	"Clc1cc(N2CCN(CC2)c2n3nc4nc(cc(c4c3nc(c2)C)C)C)ccc1"	0
2346231	"o1c(CNC(=O)COC(=O)c2ccccc2)ccc1"	0
1247476	"Brc1c(CNC(=O)c2occc2)cccc1"	0
650451	"OC1(CCN(CC1)CC(=O)NCC=C)c1ccccc1"	0
660695	"FC(F)(c1nc2c(c(N)c1C#N)c(OC)ccc2OC)C(F)(F)F"	0
653893	"O1CCN(CCCN(C(=O)NC2CCCCC2)Cc2cc3c([nH]c2=O)cc(c(c3)C)C)CC1"	0
5309330	"S(=O)(=O)(CC(=O)N1CCCCCC1)Cc1nc(oc1C)c1ccc(cc1)C"	0
3245150	"o1c2c(c(NC(=O)CC)c1C(=O)Nc1cc(OC)ccc1)cccc2"	0
881112	"O(c1cc(NC(=O)Cc2ccccc2)cc(OC)c1)C"	0
2998747	"P(=O)(c1ccccc1)(c1ccccc1)c1n(nnn1)C"	0
653409	"n1(nnnc1C(N1CCCCCC1)c1ncccc1)C1CCCC1"	0
2948508	"S(CC(=O)NC1CCCCC1)c1n(c(nn1)c1sc(nc1C)N)CC=C"	0
1289866	"S(c1n(CC)c(nn1)c1occc1)CC(=O)Nc1oc(c(c1C#N)c1ccccc1)c1ccccc1"	0
654202	"s1nc(c(N)c1C(=O)N(C(C(=O)NC1CCCC1)CCC)CC1OCCC1)C(=O)N"	0
3238111	"o1nc(cc1C(C)C)C(=O)Nc1noc(c1)C"	0
5742570	"Clc1ccc(C2n3c(=NC(=C2)c2cc(OC)c(OC)cc2)[nH]nc3)cc1"	0
645443	"O=C1c2c(n(c(=O)c(c2)C(=O)Nc2nc(ccc2)C)c2ccc(cc2)C)CCC1"	0
2839016	"O1C=2CC(CC(=O)C2C(c2c(OC)c(OC)c(OC)cc2)C(=C1N)C#N)C"	0
651201	"s1c(CN(Cc2n(nnn2)C(CC)(C)C)Cc2cc3c([nH]c2=O)ccc(OCC)c3)ccc1"	0
2539416	"S(c1n(c(nn1)c1ccncc1)CC=C)Cc1oc(c(c1)C(OC)=O)C"	0
1263007	"S(=O)(=O)(NCc1occc1)c1ccc(cc1)C(=O)Nc1ccccc1"	0
4066521	"s1c(NC(=O)C2Oc3c(OC2)cccc3)nc(c1C(=O)C)C"	0
6603449	"Fc1c(COc2c(CNCCNC(=O)c3nonc3N)cccc2)cccc1"	0
2963116	"Clc1c(CC(=O)N2CC(CCC2)C(OCC)=O)c(F)ccc1"	0
3160872	"S1CN(C2CCCCC2)CN2C1=C(C(CC2=O)c1cc(OCC)c(O)cc1)C#N"	0
2128152	"S(Cn1nnc2c(c1=O)cccc2)c1oc(nn1)COc1cc(ccc1)C"	0
655770	"s1nnc(C(=O)N(C2CC2)C(c2oc(cc2)C)C(=O)NCCc2ccccc2)c1"	0
3242501	"s1c(NC(=O)NC(N2C(=O)C3C(C4CC3C=C4)C2=O)C)nnc1C(F)(F)F"	0
833492	"Brc1cc(C(=O)n2nnc3c2cccc3)ccc1OC"	0
647163	"O(c1cc(n2nnnc2)ccc1)CC(=O)Nc1c(OC)cccc1"	0
2090380	"O(CC(=O)NC1CCCCC1)c1ccc(n2nnnc2)cc1"	0
5307986	"o1nc(cc1CCC)C(=O)NCc1occc1"	0
607870	"O=C(NCC(OCC)=O)c1cc2c3c([nH]c2cc1)CCCC3"	0
2049499	"S(c1c(=O)n([nH]c1C)C(C)(C)C)c1ccccc1"	0
2999437	"s1c2n(cc(n2)c2ccc(NC(=O)CCN3C(=O)c4c(C3=O)cccc4)cc2)cc1"	0
1251850	"O(c1cc(cc(c1)C)C)CC(=O)NCc1onc(n1)c1ccccc1"	0
3236808	"Brc1cc2c(N(C(=O)C3CC3)CC2)c(S(=O)(=O)NCc2cc3OCOc3cc2)c1"	0
2307600	"O(c1cc(Oc2ccccc2)ccc1)CC(=O)NCCOC"	0
2383483	"O(CC(=O)NCCC=1CCCCC1)c1ncnc2c1cccc2"	0
3869511	"O1CCN(Cc2n(c3c(n2)n(c(=O)n(c3=O)C)C)CC(OC)=O)CC1"	0
5771347	"o1c(/C=C\C2=Nc3c(NC(=O)C2)cccc3)ccc1"	0
5533044	"O1c2c(C(=O)/C(=C\NCc3ncccc3)C1=O)cccc2"	0
649690	"O=C(NC1CCCC1)C(N(C1CCCC1)C(=O)Cn1nc(nn1)c1cc(OC)c(OC)cc1)C"	0
662455	"O=c1[nH]c(=O)n(c(N)c1N1CCCCC1)c1ccccc1"	0
3238741	"O=C(NCCCN1CC(CC(C1)C)C)CS(=O)Cc1nc(oc1C)c1cc(OC)c(OC)cc1"	0
659106	"S(CC(=O)NC(C)(C)C)c1n(c(O)cc(=O)n1)C"	0
3242300	"Brc1cc2c(N(C(=O)C3CC3)CC2)c(S(=O)(=O)NCC2Oc3c(OC2)cccc3)c1"	0
646352	"S(CC(=O)N1CCOCC1)c1n(c2ccc(cc2)C)c(nn1)c1cccnc1"	0
362128	"O=C1N(CC(=O)N(c2ncn(c12)Cc1ccccc1)C)C"	0
2962986	"O=C1N(C(=O)C2C1C1\C(C2C=C1)=C1\CCCCC1)Cc1ccccc1"	0
660637	"O1CCN(CC1)C(=O)c1cc(NC(=O)Nc2cc(OC)c(OC)cc2)ccc1"	0
879096	"O(c1ccc(NC2=NC3(N=C(N2)N)CCCCC3)cc1)C"	0
649419	"FC(F)(F)c1c(NC(=O)CN2C3CC(NC(=O)c4occc4)CC2CCC3)cccc1"	0
2367137	"O(C(=O)CCCc1c2c([nH]c1)cccc2)CC(=O)c1c(n(c(=O)n(c1=O)C)C)N"	0
718023	"S(Cc1sccc1)c1[nH]nc(c(=O)n1)C"	0
649391	"s1c(N(c2ccc(O)cc2)C)nc(c2ccccc2)c1"	0
652248	"S(c1n(CC2OCCC2)c(nn1)c1ccncc1)CC(=O)Nc1c(OC)cc(OC)cc1"	0
5307138	"O1CCN(CC1)c1nnc(N2CCN(CC2)C(=O)Cc2cc(OCC)c(OCC)cc2)cc1"	0
646825	"s1c2c(n(CCCN3C(=O)c4c(C3=O)cccc4)c(c2)C(OCC)=O)cc1"	0
2868443	"S(=O)(=O)(NCC1OCCC1)c1c(OC)ccc(OC)c1"	0
667198	"Clc1c(Cn2ccc(n3nc(cc3C)C)nc2=O)ccc(Cl)c1"	0
3241926	"S(=O)(=O)(N1CC(CCC1)C(=O)NCc1ccc(F)cc1)C"	0
655571	"S(=O)(=O)(N(CCc1ccccc1)CC(=O)NCCCO)c1ccc(OC)cc1"	0
650329	"S(=O)(=O)(Nc1ccc(OCC)cc1)c1cc2oc(=O)n(c2cc1)C"	0
5389054	"S1C([N+](/[O-])=C\c2occc2)C(N(C1=S)C)(C)C"	0
2960265	"s1c(nn2c(nnc12)Cc1ccccc1)C1Oc2c(OC1)cccc2"	0
4108660	"O(c1cc2c([nH]c(=O)n(Cc3ccc(cc3)C(=O)NCCOC)c2=O)cc1OCC)CC"	0
2839057	"O1C(Cn2c3c(c4c2ccc(c4)C)CCCC3=O)COC1(C)C"	0
2982520	"O1C(Cc2c(C1=O)cccc2)(C)C(=O)Nc1c(cccc1)C(O)=O"	0
893436	"O(Cc1ccc(cc1)C(O)=O)c1cc(ccc1)CO"	0
2110833	"s1c(c2nn(cc2NC(=O)c2occc2)c2ccccc2)ccc1"	0
751041	"S(=O)(=O)(NCC(=O)N1CCCCC1)c1ccc(cc1)C"	0
646847	"O(CCn1c2c(nc1NC(=O)c1occc1)cccc2)c1ccccc1"	0
656222	"s1c2c(n(c(C(=O)N(Cc3ccccc3)Cc3sccc3)c2)C)cc1"	0
5390094	"Clc1cc(NC(=O)c2[nH][nH]\c(=C3\C(=O)C(=CC(=C3)C)C)c2)ccc1OC"	0
662986	"Brc1n(c2c(n(c(=O)n(c2=O)C)C)n1)CCSc1nc(ccn1)C"	0
1203009	"O=C(N1CCN(CC1)C(=O)c1cc(OC)c(OC)c(OC)c1)CC(C)C"	0
2536363	"S(=O)(=O)(N(Cc1ccc(F)cc1)Cc1oc(nn1)c1sccc1)c1cc2OCCOc2cc1"	0
1256937	"s1c2c(CCC2)c2c1nc(SC)nc2n1ncc(c1N)C(OCC)=O"	0
3245893	"S(=O)(=O)(N1CC(CCC1)C(=O)N1CCC2(OCCO2)CC1)C"	0
646123	"S(c1n(Cc2ccccc2)c2ncccc2n1)CC(=O)NCc1occc1"	0
5307413	"Clc1ccc(c2oc(c(n2)CN2CCC(CC2)C(=O)NCCCN2CCCC2=O)C)cc1"	0
